transaction_id,transaction_type,network_provider,district,hour_of_day,amount_ugx,sender_age,account_age_days,prev_txn_count_30d,failed_pin_attempts,is_new_recipient,same_network,device_change,is_weekend,is_night,is_fraud
TXN000569,Loan Repayment,SACCO Account,Wakiso,13,25113,46,3046,13,0,0,1,0,0,0,0
TXN000570,SACCO Withdrawal,SACCO Account,Wakiso,18,69740,66,2004,5,0,0,1,0,0,0,0
TXN000571,SACCO Deposit,MTN MoMo,Gulu,12,310611,41,2902,7,0,0,1,0,0,0,0
TXN000572,Mobile Money Deposit,Airtel Money,Kampala,7,126788,32,258,14,1,0,1,1,0,0,0
TXN000573,SACCO Withdrawal,SACCO Account,Kampala,5,58112,23,3460,6,1,0,1,0,0,1,0
TXN000574,SACCO Deposit,SACCO Account,Lira,5,32700,49,45,14,0,0,0,0,1,1,0
TXN000575,Loan Repayment,SACCO Account,Kampala,11,27404,61,269,5,1,1,0,0,0,0,0
TXN000576,Bill Payment,MTN MoMo,Mbarara,11,128554,51,1335,12,0,0,1,0,0,0,0
TXN000577,Mobile Money Transfer,MTN MoMo,Arua,16,93355,53,672,9,0,0,1,1,1,0,0
TXN000578,Loan Repayment,Airtel Money,Kampala,17,161898,37,3067,9,0,0,1,0,1,0,0
TXN000579,SACCO Withdrawal,Airtel Money,Wakiso,4,245385,74,1302,4,0,0,1,0,0,1,0
TXN000580,Mobile Money Transfer,Airtel Money,Gulu,9,208731,74,2905,11,0,0,0,0,0,0,0
TXN000581,SACCO Withdrawal,Airtel Money,Lira,10,809543,70,3547,5,0,0,1,0,1,0,0
TXN000582,Bill Payment,SACCO Account,Arua,14,76189,29,3639,8,0,1,1,0,1,0,0
TXN000583,SACCO Withdrawal,MTN MoMo,Jinja,8,706512,52,2193,12,1,0,0,0,1,0,0
TXN000584,SACCO Withdrawal,SACCO Account,Kampala,8,864174,66,1990,13,0,1,0,0,1,0,0
TXN000585,SACCO Deposit,MTN MoMo,Mbarara,21,17605,55,235,6,0,1,0,0,1,0,0
TXN000586,Mobile Money Transfer,MTN MoMo,Wakiso,18,51131,73,2739,6,0,0,0,0,0,0,0
TXN000587,Mobile Money Transfer,Airtel Money,Mukono,8,34958,34,2768,10,0,0,0,0,0,0,0
TXN000588,Mobile Money Transfer,SACCO Account,Kampala,12,75767,44,3208,8,0,0,0,0,1,0,0
TXN000589,Mobile Money Transfer,MTN MoMo,Kampala,11,17685,34,1469,1,0,1,0,0,0,0,0
TXN000590,Mobile Money Transfer,MTN MoMo,Mbale,17,4854,28,2401,16,0,1,1,0,1,0,0
TXN000591,Mobile Money Transfer,SACCO Account,Mukono,13,160414,72,1418,10,0,0,0,0,0,0,0
TXN000592,SACCO Deposit,MTN MoMo,Wakiso,8,141337,56,994,4,0,0,0,1,0,0,0
TXN000593,Mobile Money Transfer,Airtel Money,Wakiso,17,184835,19,275,7,0,1,1,0,0,0,0
TXN000594,SACCO Withdrawal,Airtel Money,Lira,11,277355,68,3456,11,0,0,1,0,0,0,0
TXN000595,Loan Repayment,Airtel Money,Jinja,10,18206,19,910,8,0,0,1,0,0,0,0
TXN000596,SACCO Withdrawal,Airtel Money,Kampala,11,15981,71,3395,2,1,0,1,0,1,0,0
TXN000597,SACCO Deposit,MTN MoMo,Kampala,13,20808,46,3255,8,0,1,0,0,0,0,0
TXN000598,Mobile Money Transfer,Airtel Money,Kampala,11,277700,62,3645,8,0,0,1,0,0,0,0
TXN000599,Mobile Money Transfer,MTN MoMo,Arua,9,206098,41,440,6,0,0,1,0,0,0,0
TXN000600,Mobile Money Transfer,Airtel Money,Gulu,12,33758,41,1087,10,0,0,1,0,1,0,0
TXN000601,Mobile Money Transfer,MTN MoMo,Mukono,1,62625,33,1897,10,0,0,1,0,0,1,0
TXN000602,Mobile Money Transfer,Airtel Money,Gulu,17,509947,48,1751,8,1,0,1,0,0,0,0
TXN000603,Mobile Money Transfer,MTN MoMo,Wakiso,8,135269,66,872,6,0,0,1,0,0,0,0
TXN000604,Mobile Money Transfer,MTN MoMo,Mbale,4,242285,60,651,16,1,0,0,1,0,1,0
TXN000605,Mobile Money Transfer,MTN MoMo,Mukono,15,46099,26,2991,8,0,1,1,1,1,0,1
TXN000606,SACCO Withdrawal,MTN MoMo,Kampala,17,299978,44,34,7,3,0,1,0,1,0,0
TXN000607,Mobile Money Transfer,SACCO Account,Kampala,18,229814,73,2753,10,1,0,0,0,1,0,0
TXN000608,SACCO Withdrawal,MTN MoMo,Mukono,13,1129380,58,867,6,1,0,1,0,1,0,0
TXN000609,SACCO Deposit,SACCO Account,Arua,9,171374,31,3033,14,0,0,0,0,0,0,0
TXN000610,Mobile Money Deposit,SACCO Account,Wakiso,17,120657,62,832,10,0,0,0,0,0,0,0
TXN000611,Mobile Money Transfer,Airtel Money,Lira,16,124372,42,3549,11,0,0,0,0,0,0,0
TXN000612,Mobile Money Deposit,MTN MoMo,Jinja,9,199599,60,1111,9,0,0,1,0,0,0,0
TXN000613,SACCO Deposit,MTN MoMo,Kampala,20,47207,61,3282,11,0,0,1,0,0,0,0
TXN000614,Mobile Money Transfer,SACCO Account,Kampala,7,65258,39,462,10,0,0,0,0,1,0,0
TXN000615,Loan Repayment,MTN MoMo,Kampala,22,307934,52,2129,4,0,0,1,0,0,1,0
TXN000616,Loan Repayment,MTN MoMo,Jinja,19,55413,50,322,9,0,0,0,0,1,0,0
TXN000617,Mobile Money Transfer,Airtel Money,Kampala,16,118551,44,415,11,0,0,1,1,1,0,0
TXN000618,Mobile Money Transfer,SACCO Account,Wakiso,20,181921,57,1875,8,0,0,1,0,1,0,0
TXN000619,Mobile Money Deposit,SACCO Account,Mukono,16,1424357,43,3040,13,1,0,1,0,0,0,0
TXN000620,Mobile Money Deposit,MTN MoMo,Jinja,9,85717,36,2238,6,0,0,1,1,1,0,0
TXN000621,Mobile Money Transfer,Airtel Money,Kampala,12,83817,62,1257,17,2,0,0,0,0,0,0
TXN000622,Mobile Money Transfer,MTN MoMo,Wakiso,6,277334,56,2440,6,3,0,1,0,0,0,0
TXN000623,SACCO Withdrawal,MTN MoMo,Mukono,11,1412038,62,3241,10,0,0,1,0,0,0,1
TXN000624,SACCO Withdrawal,SACCO Account,Mukono,17,112638,43,3515,4,0,0,0,0,0,0,0
TXN000625,SACCO Deposit,MTN MoMo,Mbale,11,93328,23,168,9,0,0,0,0,0,0,0
TXN000626,SACCO Withdrawal,MTN MoMo,Kampala,11,137431,20,3303,8,1,0,1,0,0,0,0
TXN000627,SACCO Withdrawal,MTN MoMo,Mbale,14,222177,23,1174,7,0,0,1,0,1,0,0
TXN000628,Mobile Money Deposit,SACCO Account,Mbarara,19,313391,45,2712,6,0,0,1,0,0,0,0
TXN000629,Mobile Money Transfer,SACCO Account,Gulu,4,322837,20,3622,7,0,1,1,0,0,1,0
TXN000630,Mobile Money Transfer,Airtel Money,Mbarara,11,17227,30,1410,12,0,0,1,0,0,0,0
TXN000631,Mobile Money Deposit,SACCO Account,Wakiso,8,83884,30,2429,7,0,1,1,0,0,0,0
TXN000632,Loan Repayment,MTN MoMo,Kampala,16,93745,74,1833,12,0,0,1,0,1,0,0
TXN000633,SACCO Deposit,Airtel Money,Mbarara,7,569907,30,2025,6,0,0,1,0,0,0,0
TXN000634,SACCO Deposit,MTN MoMo,Mukono,15,169980,18,3347,10,0,0,1,0,1,0,0
TXN000635,Mobile Money Transfer,MTN MoMo,Mbarara,10,78446,57,1641,4,1,0,1,0,1,0,0
TXN000636,SACCO Withdrawal,Airtel Money,Wakiso,9,121246,54,898,5,0,0,0,0,0,0,0
TXN000637,SACCO Deposit,SACCO Account,Arua,20,124994,48,2912,9,1,1,1,1,0,0,1
TXN000638,Mobile Money Transfer,MTN MoMo,Gulu,1,15151,69,2110,6,0,0,1,0,0,1,0
TXN000639,Mobile Money Transfer,MTN MoMo,Kampala,12,269772,34,3539,5,0,0,1,0,0,0,0
TXN000640,SACCO Withdrawal,MTN MoMo,Wakiso,2,686036,26,2576,7,0,0,0,0,0,1,0
TXN000641,Mobile Money Transfer,MTN MoMo,Jinja,13,92569,62,862,6,1,0,1,0,1,0,0
TXN000642,SACCO Withdrawal,SACCO Account,Mbale,13,567147,74,150,6,0,0,0,0,0,0,0
TXN000643,Mobile Money Transfer,Airtel Money,Mukono,10,341448,30,3214,8,0,0,1,0,0,0,0
TXN000644,SACCO Withdrawal,Airtel Money,Lira,8,2409591,54,2164,10,1,0,1,0,0,0,0
TXN000645,Mobile Money Transfer,SACCO Account,Kampala,11,42956,31,824,10,0,0,1,0,0,0,0
TXN000646,Loan Repayment,MTN MoMo,Wakiso,15,420018,28,2113,9,0,0,1,0,1,0,0
TXN000647,SACCO Deposit,Airtel Money,Lira,17,248515,42,1453,12,0,1,1,0,1,0,0
TXN000648,SACCO Deposit,MTN MoMo,Lira,13,257742,48,2358,6,0,1,1,0,0,0,0
TXN000649,Mobile Money Deposit,Airtel Money,Mbarara,14,32573,31,2754,5,0,1,1,1,1,0,0
TXN000650,SACCO Withdrawal,SACCO Account,Lira,9,1244732,74,2902,15,0,1,0,0,0,0,1
TXN000651,Mobile Money Transfer,SACCO Account,Kampala,10,3956,24,1454,3,0,0,0,0,0,0,0
TXN000652,SACCO Deposit,MTN MoMo,Lira,8,40583,41,3072,4,0,1,0,0,0,0,0
TXN000653,SACCO Deposit,SACCO Account,Wakiso,9,223210,66,3233,11,0,0,0,0,0,0,0
TXN000654,Mobile Money Deposit,MTN MoMo,Kampala,9,41173,53,306,9,0,0,0,0,0,0,0
TXN000655,SACCO Withdrawal,MTN MoMo,Kampala,13,171703,59,1385,10,1,0,1,1,0,0,0
TXN000656,Mobile Money Transfer,MTN MoMo,Wakiso,14,43534,59,3350,12,0,0,1,0,0,0,0
TXN000657,Mobile Money Transfer,MTN MoMo,Kampala,21,75452,64,3368,7,0,1,1,0,0,0,0
TXN000658,SACCO Withdrawal,Airtel Money,Wakiso,9,3938,69,1575,10,0,0,0,1,0,0,0
TXN000659,SACCO Deposit,Airtel Money,Kampala,15,42118,61,873,13,1,0,1,0,0,0,0
TXN000660,SACCO Deposit,SACCO Account,Kampala,18,70830,58,169,7,0,1,1,1,0,0,1
TXN000661,SACCO Withdrawal,Airtel Money,Gulu,14,154779,20,1483,7,0,0,1,0,0,0,0
TXN000662,Bill Payment,Airtel Money,Wakiso,9,17417,64,1604,11,3,0,1,0,0,0,0
TXN000663,SACCO Deposit,MTN MoMo,Wakiso,10,100971,61,1031,5,0,0,0,0,1,0,0
TXN000664,Mobile Money Transfer,MTN MoMo,Jinja,3,71389,43,1735,15,0,0,1,0,0,1,0
TXN000665,Mobile Money Transfer,Airtel Money,Lira,10,178061,64,3204,8,0,0,1,0,1,0,0
TXN000666,Mobile Money Transfer,MTN MoMo,Jinja,17,255228,43,2636,4,0,0,1,0,0,0,0
TXN000667,Mobile Money Transfer,SACCO Account,Wakiso,4,117872,18,2810,16,0,0,1,0,0,1,0
TXN000668,Mobile Money Transfer,MTN MoMo,Jinja,9,4909,32,347,11,1,0,0,0,0,0,0
TXN000669,Mobile Money Transfer,MTN MoMo,Kampala,16,144713,28,3003,10,0,0,1,0,0,0,0
TXN000670,Mobile Money Transfer,MTN MoMo,Kampala,17,8548,54,735,4,0,1,1,0,1,0,0
TXN000671,Mobile Money Transfer,MTN MoMo,Wakiso,12,143706,24,1277,6,1,0,1,0,1,0,0
TXN000672,Loan Repayment,MTN MoMo,Mbale,16,173292,29,2458,8,1,1,0,0,1,0,0
TXN000673,Mobile Money Transfer,Airtel Money,Kampala,11,33054,69,543,4,0,0,1,0,0,0,0
TXN000674,SACCO Deposit,MTN MoMo,Kampala,8,256676,74,355,11,0,0,1,0,0,0,0
TXN000675,SACCO Withdrawal,Airtel Money,Kampala,12,205435,55,713,12,0,0,1,1,0,0,0
TXN000676,Bill Payment,MTN MoMo,Lira,14,251567,71,3636,3,0,0,1,0,0,0,0
TXN000677,Mobile Money Transfer,MTN MoMo,Mbarara,21,54600,20,3440,8,0,0,1,0,0,0,0
TXN000678,SACCO Withdrawal,MTN MoMo,Kampala,5,720498,59,584,10,0,1,1,0,0,1,0
TXN000679,Bill Payment,SACCO Account,Gulu,13,369440,70,511,8,0,0,1,0,1,0,0
TXN000680,Loan Repayment,MTN MoMo,Mukono,11,57996,43,2581,3,0,0,0,0,0,0,0
TXN000681,Mobile Money Deposit,SACCO Account,Mbarara,13,257243,71,2576,7,0,0,0,0,1,0,0
TXN000682,Mobile Money Transfer,MTN MoMo,Kampala,2,1428,47,947,9,0,0,1,0,0,1,0
TXN000683,Mobile Money Transfer,SACCO Account,Lira,10,1000,49,3600,14,0,1,0,0,0,0,0
TXN000684,SACCO Deposit,MTN MoMo,Wakiso,18,213887,53,3474,9,0,0,1,0,0,0,0
TXN000685,Loan Repayment,Airtel Money,Mbarara,14,214975,62,1199,15,0,0,1,0,0,0,0
TXN000686,SACCO Deposit,Airtel Money,Kampala,12,233368,68,2872,9,0,0,1,1,1,0,0
TXN000687,SACCO Deposit,SACCO Account,Wakiso,10,398947,54,78,8,1,0,1,0,0,0,0
TXN000688,Mobile Money Transfer,MTN MoMo,Wakiso,10,18819,72,440,5,0,0,0,0,1,0,0
TXN000689,Mobile Money Deposit,MTN MoMo,Mukono,11,39592,71,1776,7,0,0,0,0,0,0,0
TXN000690,Mobile Money Transfer,MTN MoMo,Kampala,18,351082,35,2597,9,0,0,0,0,1,0,0
TXN000691,SACCO Withdrawal,SACCO Account,Mbale,21,447667,18,3304,9,0,0,1,0,1,0,0
TXN000692,SACCO Withdrawal,Airtel Money,Kampala,12,662250,70,2448,10,0,0,1,0,0,0,0
TXN000693,SACCO Deposit,SACCO Account,Mbarara,11,113401,38,3285,3,1,1,0,0,0,0,0
TXN000694,Mobile Money Transfer,MTN MoMo,Mbale,18,13029,45,1217,5,0,1,1,0,1,0,0
TXN000695,Mobile Money Transfer,MTN MoMo,Gulu,12,50376,65,3644,10,0,0,1,0,1,0,0
TXN000696,SACCO Deposit,MTN MoMo,Jinja,14,110212,33,2749,16,0,1,1,0,1,0,0
TXN000697,Mobile Money Transfer,SACCO Account,Mbarara,9,286937,65,1291,7,0,0,0,1,1,0,0
TXN000698,SACCO Deposit,Airtel Money,Wakiso,17,184413,45,126,8,0,0,1,0,1,0,0
TXN000699,Mobile Money Transfer,SACCO Account,Mbale,13,145883,39,1739,10,0,0,1,0,1,0,0
TXN000700,SACCO Withdrawal,MTN MoMo,Kampala,18,73650,36,2882,2,1,0,0,0,1,0,0
TXN000701,SACCO Deposit,Airtel Money,Gulu,17,53220,65,3454,11,0,1,1,0,0,0,0
TXN000702,Mobile Money Transfer,Airtel Money,Jinja,9,19046,18,2592,13,2,0,1,0,1,0,0
TXN000703,SACCO Withdrawal,MTN MoMo,Wakiso,16,702277,48,502,7,0,0,0,0,0,0,0
TXN000704,Mobile Money Transfer,SACCO Account,Wakiso,18,4340,69,3475,4,0,0,1,0,0,0,0
TXN000705,Mobile Money Transfer,SACCO Account,Mukono,11,35559,69,2872,6,0,0,0,0,1,0,0
TXN000706,Bill Payment,SACCO Account,Mbale,8,84973,59,3333,10,0,0,1,1,1,0,0
TXN000707,SACCO Withdrawal,Airtel Money,Arua,0,99819,51,387,9,1,0,0,0,0,1,0
TXN000708,Mobile Money Deposit,MTN MoMo,Mukono,12,6796,63,412,10,0,0,1,0,0,0,0
TXN000709,Mobile Money Transfer,MTN MoMo,Mbarara,11,133396,57,1370,7,3,0,1,0,1,0,0
TXN000710,Mobile Money Deposit,SACCO Account,Arua,14,119671,23,2007,9,0,1,1,0,0,0,0
TXN000711,Mobile Money Deposit,MTN MoMo,Kampala,9,12198,45,1118,6,0,0,1,0,0,0,0
TXN000712,SACCO Deposit,Airtel Money,Kampala,19,430135,20,2376,8,0,0,0,0,0,0,0
TXN000713,SACCO Withdrawal,Airtel Money,Mbarara,10,542193,48,2148,5,0,0,1,0,1,0,0
TXN000714,SACCO Withdrawal,Airtel Money,Mbale,9,399732,33,2509,11,0,0,0,0,0,0,0
TXN000715,SACCO Withdrawal,SACCO Account,Lira,13,65103,34,1339,8,0,0,1,0,0,0,0
TXN000716,Loan Repayment,MTN MoMo,Wakiso,13,320918,61,2073,9,0,0,0,0,0,0,0
TXN000717,Loan Repayment,MTN MoMo,Kampala,9,2988,44,1942,5,0,0,1,0,0,0,0
TXN000718,Bill Payment,MTN MoMo,Wakiso,10,212706,68,2542,7,2,0,1,0,0,0,0
TXN000719,Mobile Money Transfer,MTN MoMo,Kampala,8,67340,41,353,11,0,1,1,1,0,0,1
TXN000720,Mobile Money Deposit,MTN MoMo,Kampala,16,201036,37,869,8,0,1,1,0,1,0,1
TXN000721,Bill Payment,MTN MoMo,Jinja,17,77061,49,3189,8,1,0,1,1,0,0,0
TXN000722,Mobile Money Transfer,SACCO Account,Kampala,12,11032,52,2247,7,0,0,1,0,0,0,0
TXN000723,Mobile Money Transfer,SACCO Account,Mbale,16,218834,30,1303,15,0,1,0,1,0,0,0
TXN000724,Mobile Money Deposit,MTN MoMo,Wakiso,17,11088,65,847,14,0,1,1,0,1,0,0
TXN000725,SACCO Deposit,MTN MoMo,Gulu,8,382889,60,1103,13,0,0,1,1,0,0,0
TXN000726,Loan Repayment,SACCO Account,Kampala,21,7848,37,1448,8,0,0,1,0,0,0,0
TXN000727,Mobile Money Transfer,MTN MoMo,Wakiso,18,97894,65,3426,11,0,1,0,0,0,0,0
TXN000728,Mobile Money Deposit,MTN MoMo,Kampala,9,192579,69,526,9,0,0,1,0,1,0,0
TXN000729,Mobile Money Transfer,MTN MoMo,Fort Portal,9,74945,19,2589,11,0,0,0,0,0,0,0
TXN000730,Mobile Money Transfer,Airtel Money,Mbale,8,36738,21,1680,8,0,0,1,0,0,0,0
TXN000731,Mobile Money Transfer,MTN MoMo,Mukono,8,213500,44,2525,6,0,0,1,0,1,0,0
TXN000732,Mobile Money Deposit,SACCO Account,Kampala,17,230076,42,1879,6,0,0,1,0,0,0,0
TXN000733,SACCO Deposit,MTN MoMo,Arua,13,383999,21,10,16,0,0,1,0,0,0,1
TXN000734,SACCO Deposit,Airtel Money,Wakiso,17,70780,49,3631,5,0,0,1,0,1,0,0
TXN000735,SACCO Withdrawal,MTN MoMo,Kampala,17,149635,34,3575,7,0,0,0,1,0,0,0
TXN000736,Loan Repayment,Airtel Money,Gulu,14,67678,18,1284,7,0,0,0,1,0,0,0
TXN000737,SACCO Withdrawal,Airtel Money,Arua,16,132667,50,2572,11,1,0,1,1,0,0,1
TXN000738,Mobile Money Deposit,SACCO Account,Kampala,1,208565,47,2858,7,0,0,0,0,1,1,0
TXN000739,SACCO Withdrawal,SACCO Account,Kampala,10,1283119,22,2820,10,2,1,1,1,0,0,1
TXN000740,SACCO Withdrawal,Airtel Money,Arua,15,689340,71,1620,5,0,0,1,0,0,0,0
TXN000741,SACCO Withdrawal,SACCO Account,Kampala,0,548946,29,1884,14,1,1,1,1,0,1,1
TXN000742,SACCO Withdrawal,SACCO Account,Kampala,3,437001,55,2908,5,0,0,0,0,1,1,0
TXN000743,Mobile Money Deposit,SACCO Account,Gulu,19,374782,49,3078,4,0,1,1,1,1,0,0
TXN000744,SACCO Deposit,MTN MoMo,Lira,16,164832,55,1059,8,0,1,1,0,0,0,0
TXN000745,Mobile Money Transfer,MTN MoMo,Mukono,10,95680,74,2223,15,0,1,1,0,1,0,0
TXN000746,Loan Repayment,MTN MoMo,Fort Portal,16,226578,34,2490,8,0,0,1,0,0,0,0
TXN000747,SACCO Withdrawal,Airtel Money,Mbarara,17,47875,71,3649,11,0,0,0,0,0,0,0
TXN000748,SACCO Deposit,MTN MoMo,Kampala,10,9379,62,1171,8,0,0,0,0,1,0,0
TXN000749,Loan Repayment,MTN MoMo,Fort Portal,3,15083,57,1593,4,0,1,1,0,0,1,0
TXN000750,SACCO Deposit,SACCO Account,Wakiso,20,5798,49,3265,7,0,0,0,0,0,0,0
TXN000751,Mobile Money Transfer,SACCO Account,Kampala,11,91546,41,3085,5,0,1,1,0,0,0,0
TXN000752,Bill Payment,SACCO Account,Gulu,7,262179,29,1928,11,1,0,1,0,0,0,0
TXN000753,SACCO Deposit,MTN MoMo,Wakiso,13,56331,64,3602,9,0,0,1,0,0,0,0
TXN000754,SACCO Withdrawal,Airtel Money,Kampala,17,27973,48,2294,10,0,0,1,0,0,0,0
TXN000755,Mobile Money Transfer,MTN MoMo,Kampala,9,360323,36,675,6,0,0,1,0,1,0,0
TXN000756,Mobile Money Deposit,MTN MoMo,Wakiso,10,272012,46,1879,13,0,0,0,0,1,0,0
TXN000757,SACCO Deposit,MTN MoMo,Mbale,9,164065,38,2162,11,0,0,1,0,0,0,0
TXN000758,SACCO Deposit,MTN MoMo,Gulu,23,46551,43,1012,3,0,0,1,0,0,1,0
TXN000759,Loan Repayment,MTN MoMo,Fort Portal,9,18672,69,794,14,0,1,0,0,1,0,0
TXN000760,Mobile Money Deposit,SACCO Account,Kampala,14,2428,45,233,9,0,0,0,0,0,0,0
TXN000761,Mobile Money Transfer,MTN MoMo,Kampala,20,16977,34,1702,8,0,0,1,0,0,0,0
TXN000762,SACCO Withdrawal,Airtel Money,Kampala,8,484528,26,3028,10,0,0,1,0,0,0,0
TXN000763,Mobile Money Transfer,Airtel Money,Kampala,22,120374,38,1346,3,0,1,0,0,0,1,1
TXN000764,Mobile Money Deposit,MTN MoMo,Kampala,21,9921,67,3610,8,0,0,1,0,0,0,0
TXN000765,Mobile Money Transfer,Airtel Money,Mbale,19,21967,51,2174,5,0,0,1,0,0,0,0
TXN000766,SACCO Deposit,MTN MoMo,Arua,9,29965,28,3385,8,3,0,1,1,1,0,1
TXN000767,Mobile Money Deposit,Airtel Money,Fort Portal,15,149944,72,511,10,0,0,1,0,1,0,0
TXN000768,Loan Repayment,MTN MoMo,Kampala,17,143485,37,1508,1,0,0,1,0,1,0,0
TXN000769,SACCO Withdrawal,MTN MoMo,Lira,22,177670,66,2329,6,0,1,1,0,1,1,0
TXN000770,Mobile Money Deposit,MTN MoMo,Wakiso,8,43253,70,798,10,0,0,1,0,0,0,0
TXN000771,Mobile Money Transfer,Airtel Money,Kampala,17,69572,67,3026,7,0,0,1,0,0,0,0
TXN000772,Loan Repayment,SACCO Account,Lira,11,15253,64,2951,8,0,0,0,0,1,0,0
TXN000773,Mobile Money Transfer,MTN MoMo,Mbarara,8,38517,56,1307,7,0,1,1,1,1,0,0
TXN000774,SACCO Withdrawal,Airtel Money,Kampala,12,235921,33,2699,11,0,0,1,0,0,0,0
TXN000775,Mobile Money Deposit,Airtel Money,Wakiso,17,584509,74,392,9,0,0,0,0,0,0,0
TXN000776,Mobile Money Transfer,SACCO Account,Kampala,12,156474,46,3595,4,0,0,0,0,0,0,0
TXN000777,Mobile Money Transfer,SACCO Account,Jinja,13,373018,18,382,9,0,0,0,0,0,0,0
TXN000778,Mobile Money Deposit,Airtel Money,Mukono,23,154395,35,2264,5,2,0,1,0,1,1,0
TXN000779,Mobile Money Deposit,Airtel Money,Fort Portal,12,5064,39,2590,11,0,1,1,0,0,0,0
TXN000780,SACCO Deposit,SACCO Account,Kampala,15,859947,25,606,6,0,0,0,1,1,0,0
TXN000781,Mobile Money Deposit,MTN MoMo,Wakiso,11,15630,24,116,11,0,0,1,0,0,0,0
TXN000782,SACCO Deposit,MTN MoMo,Mukono,11,172159,42,509,10,0,1,1,0,0,0,0
TXN000783,Mobile Money Transfer,MTN MoMo,Mukono,16,43721,47,3572,5,0,0,1,0,1,0,0
TXN000784,SACCO Withdrawal,SACCO Account,Wakiso,20,144090,51,2319,3,2,0,1,0,1,0,0
TXN000785,Mobile Money Transfer,SACCO Account,Jinja,14,155741,61,1464,7,0,0,0,0,0,0,0
TXN000786,Loan Repayment,MTN MoMo,Lira,17,86035,65,3363,9,0,0,1,0,0,0,0
TXN000787,SACCO Deposit,Airtel Money,Arua,6,43262,58,3111,9,0,0,1,0,1,0,0
TXN000788,SACCO Withdrawal,Airtel Money,Mbale,9,2068151,69,1048,8,0,1,1,0,0,0,1
TXN000789,SACCO Withdrawal,MTN MoMo,Lira,13,303399,28,776,5,0,1,1,0,1,0,0
TXN000790,Bill Payment,SACCO Account,Gulu,1,480317,32,1067,12,0,0,1,0,0,1,0
TXN000791,Mobile Money Transfer,MTN MoMo,Mbale,9,240379,52,1194,8,0,1,0,0,0,0,0
TXN000792,SACCO Deposit,MTN MoMo,Wakiso,13,92025,40,340,10,0,0,1,0,0,0,0
TXN000793,SACCO Deposit,Airtel Money,Wakiso,1,33438,70,169,8,0,0,1,0,0,1,0
TXN000794,SACCO Deposit,Airtel Money,Wakiso,10,249914,62,1839,14,0,0,0,1,0,0,0
TXN000795,Mobile Money Transfer,MTN MoMo,Mukono,13,25651,38,1562,7,0,0,1,0,0,0,0
TXN000796,Loan Repayment,Airtel Money,Kampala,14,35446,45,3544,4,0,0,1,0,0,0,0
TXN000797,Bill Payment,Airtel Money,Fort Portal,20,68359,30,2710,4,0,0,0,1,1,0,0
TXN000798,SACCO Deposit,MTN MoMo,Wakiso,15,318475,51,2191,10,1,0,1,0,1,0,0
TXN000799,Mobile Money Deposit,MTN MoMo,Kampala,12,21198,55,3173,4,0,0,1,0,1,0,0
TXN000800,Loan Repayment,Airtel Money,Mukono,20,19556,23,575,7,0,0,1,0,0,0,0
TXN000801,Mobile Money Deposit,MTN MoMo,Kampala,17,102175,61,1629,9,0,1,0,0,0,0,0
TXN000802,Mobile Money Transfer,SACCO Account,Kampala,9,48530,21,1743,6,0,1,1,0,1,0,0
TXN000803,SACCO Deposit,SACCO Account,Kampala,8,126152,22,475,9,0,0,1,0,1,0,0
TXN000804,SACCO Deposit,SACCO Account,Mukono,16,90123,72,2359,12,0,0,0,0,0,0,0
TXN000805,SACCO Withdrawal,MTN MoMo,Wakiso,14,849367,57,3132,8,0,0,0,0,0,0,0
TXN000806,Mobile Money Deposit,SACCO Account,Mbale,17,17813,23,3101,6,0,0,1,0,0,0,0
TXN000807,Bill Payment,MTN MoMo,Jinja,17,22807,38,531,10,0,0,1,0,0,0,0
TXN000808,Loan Repayment,MTN MoMo,Wakiso,15,258121,45,991,9,1,0,0,0,0,0,0
TXN000809,SACCO Withdrawal,MTN MoMo,Wakiso,22,328225,20,2121,11,0,1,1,0,1,1,0
TXN000810,Mobile Money Transfer,MTN MoMo,Wakiso,13,40120,40,1418,10,0,0,0,0,0,0,0
TXN000811,Bill Payment,Airtel Money,Jinja,7,18064,25,869,9,0,1,1,1,0,0,1
TXN000812,Loan Repayment,Airtel Money,Kampala,18,8234,36,2442,7,2,0,1,0,0,0,0
TXN000813,Mobile Money Transfer,MTN MoMo,Kampala,9,140588,70,1782,7,0,0,0,0,1,0,0
TXN000814,Loan Repayment,Airtel Money,Mbale,17,188476,28,2529,10,0,1,1,0,0,0,0
TXN000815,Loan Repayment,MTN MoMo,Mukono,21,69976,67,2521,8,1,0,0,0,0,0,0
TXN000816,SACCO Deposit,Airtel Money,Kampala,16,170763,27,313,5,0,1,1,0,0,0,0
TXN000817,SACCO Deposit,MTN MoMo,Kampala,14,187219,45,1462,5,0,0,1,0,1,0,0
TXN000818,SACCO Withdrawal,SACCO Account,Arua,12,1627657,37,952,7,2,1,0,1,0,0,1
TXN000819,Mobile Money Transfer,SACCO Account,Lira,11,10061,61,2372,7,0,0,1,0,0,0,0
TXN000820,SACCO Withdrawal,Airtel Money,Mbarara,11,359421,69,1013,6,0,0,1,0,0,0,0
TXN000821,Mobile Money Deposit,MTN MoMo,Mukono,15,10648,45,965,11,1,0,1,0,0,0,0
TXN000822,Mobile Money Transfer,MTN MoMo,Mukono,17,303736,46,2135,10,0,0,0,0,0,0,0
